"","Trait_1"
"ID_163",1.01546777081082
"ID_164",-0.803960205843022
"ID_165",0.214352567005053
"ID_166",0.539997014054395
"ID_167",0.287064826054693
"ID_168",0.264500221675067
"ID_169",1.19798264213456
"ID_170",2.18911859538838
"ID_171",-0.462549712133227
"ID_172",1.44696169224529
"ID_173",-0.166016345653064
"ID_174",0.581846743482381
"ID_175",-0.412644723894645
"ID_176",-0.764294125848722
"ID_177",2.3735414243681
"ID_178",-0.854749310581789
"ID_179",-1.23514222487281
"ID_180",0.46749422584602
"ID_181",-1.10442009839975
"ID_182",1.5252718863059
"ID_183",1.38344588033538
"ID_184",-0.7345009302547
"ID_185",-0.67855932068555
"ID_186",-0.748417225960494
"ID_187",-0.311205442556096
"ID_188",-1.64670062467358
"ID_189",1.1444008870268
"ID_190",0.644946717935127
"ID_191",-0.341977415507409
"ID_192",1.02395510443364
"ID_193",-0.31259998849673
"ID_194",-0.206478412289664
"ID_195",0.309624478350118
"ID_196",1.81936739091372
"ID_197",-0.0440006241486007
"ID_198",1.44434673884602
"ID_199",-0.297399007755538
"ID_200",0.833786043502849
"ID_201",-0.709513654747007
"ID_202",0.0399888340302058
"ID_203",1.28002280894515
"ID_204",-0.326711104745026
"ID_205",0.862329685245546
"ID_206",-0.6636124289364
"ID_207",0.124536893986632
"ID_208",1.34577459595643
"ID_209",-0.594870734863723
"ID_210",0.420465679802318
"ID_211",0.47326482290765
"ID_212",2.45169228605274
"ID_213",0.674469420088462
"ID_214",-0.23199315653727
"ID_215",1.32746767733779
"ID_216",-0.18040365278055
"ID_217",2.13935953569118
"ID_218",-0.541562587263128
"ID_219",-0.24928773841892
"ID_220",0.0797395641935452
"ID_221",-1.06791543747776
"ID_222",0.320915249935483
"ID_223",-0.291394592363717
"ID_224",-1.17479775158443
"ID_225",0.50736254909437
"ID_226",0.29638136954166
"ID_227",0.86195035692644
"ID_228",-0.354165674002996
"ID_229",1.06914691865614
"ID_230",-0.70995799716265
"ID_231",0.262988598650475
"ID_232",1.13263426305234
"ID_233",0.812914368636345
"ID_234",0.338566205196273
"ID_235",0.512874905681272
"ID_236",1.38098029328342
"ID_237",-0.334598832361365
"ID_238",-0.984918811905247
"ID_239",1.25294656284402
"ID_240",0.259105878786555
"ID_241",1.68970004524344
"ID_242",0.46120335863872
"ID_243",0.72271738090453
"ID_244",1.59331172150102
"ID_245",-0.377448894604169
"ID_246",-1.18421423589409
"ID_247",1.57763294135582
"ID_248",2.4330010626402
"ID_249",-0.27894000309625
"ID_250",-1.47333698752101
"ID_251",-0.245439624482563
"ID_252",-0.57639098397019
"ID_253",0.362448327075824
"ID_254",-0.223820991404391
"ID_255",-0.355476054216562
"ID_256",-0.157878850376101
"ID_257",-2.77292775753893
"ID_258",-1.19887133135205
"ID_259",1.77414485250169
"ID_260",-1.15687963042481
"ID_261",1.27102758535077
"ID_262",-0.715889620980405
"ID_263",0.537598566871914
"ID_264",-0.0315116335484624
"ID_265",0.321211011551995
"ID_266",-0.0512130515505516
"ID_267",1.10884853920616
"ID_268",0.186499058281177
"ID_269",-1.1953045428888
"ID_270",-0.253081990683059
"ID_271",-0.702500070375989
"ID_272",0.181585193996089
"ID_273",-1.97142280144132
"ID_274",0.852475152119319
"ID_275",0.0309921143873532
"ID_276",-0.314385336561359
"ID_277",-0.73112031757331
"ID_278",-1.28589368900745
"ID_279",1.52438467995013
"ID_280",-0.0814606327571857
"ID_281",0.375766799185432
"ID_282",-0.473643169669668
"ID_283",1.54529233638416
"ID_284",-0.10784779795221
"ID_285",2.92484963353504
"ID_286",0.797037985285113
"ID_287",-0.941265632901982
"ID_288",0.152198535644224
"ID_289",0.970574484501
"ID_290",0.541539961616692
"ID_291",-0.293171803061034
"ID_292",-0.129068752554076
"ID_293",-0.074578089251013
"ID_294",-0.123925228686163
"ID_295",2.29406112140915
"ID_296",-0.584465696450541
"ID_297",-0.508310924067179
"ID_298",-0.0826998103719508
"ID_299",-1.55288773995797
"ID_300",-1.63332411384218
"ID_301",0.708395818971122
"ID_302",1.20355766595733
"ID_303",-0.213887695090979
"ID_304",-0.0561527153760761
"ID_305",-0.667087901714026
"ID_306",0.29334996077476
"ID_307",-1.94032412932915
"ID_308",-0.790233507810509
"ID_309",2.45412770683826
"ID_310",0.58192330409051
"ID_311",-1.18944206507602
"ID_312",-0.594923294677058
"ID_313",0.296743813292714
"ID_314",-1.35868263220985
"ID_315",0.670987069740216
"ID_316",-1.16430459458664
"ID_317",0.152256204024872
"ID_318",-0.482742714407953
"ID_319",1.17950700616281
"ID_320",1.19117561829768
"ID_321",-0.813444108299074
"ID_322",-0.44159231600116
"ID_323",-0.108752481824126
"ID_324",0.308613202584126
"ID_325",2.54276391536664
"ID_326",0.483397192679453
"ID_327",-1.4694714313483
"ID_328",-0.286311155374034
"ID_329",-0.433000957257274
"ID_330",1.8290695436934
"ID_331",1.49336424957611
"ID_332",1.6660381784529
"ID_333",0.169292517834435
"ID_334",-1.22405586301938
"ID_335",0.711065867572679
"ID_336",0.238400147250838
"ID_337",0.00518872740650796
"ID_338",-1.33836333748748
"ID_339",-0.251964714235676
"ID_340",-1.08944195949528
"ID_341",-0.9764914597048
"ID_342",0.556936302370902
"ID_343",-1.14639488587429
"ID_344",0.028376335915662
"ID_345",-0.248810934632193
"ID_346",0.458665536563195
"ID_347",0.675613169430798
"ID_348",0.281337584655455
"ID_349",1.1556522291076
"ID_350",-0.00608431751894732
"ID_351",0.714631197320584
"ID_352",-0.25005927991977
"ID_353",0.591224802644374
"ID_354",0.231902736718406
"ID_355",0.293426717327577
"ID_356",0.0230662308811155
"ID_357",-0.988277409825819
"ID_358",2.17838472759556
"ID_359",0.576127121304087
"ID_360",1.01323686906856
"ID_361",-1.15048608007303
"ID_362",0.967105594672733
"ID_363",0.490099101627319
"ID_364",0.457074293127905
"ID_365",-1.19695092218608
"ID_366",-0.57365133538221
"ID_367",-0.725638009386089
"ID_368",0.110176491921859
"ID_369",-0.876288291175881
"ID_370",-0.684648492992268
"ID_371",0.498983018453875
"ID_372",-0.462138011490515
"ID_373",0.404627333348541
"ID_374",1.02606206327783
"ID_375",0.242129593296206
"ID_376",0.232324415666962
"ID_377",1.02954539260324
"ID_378",1.68793145224171
"ID_379",0.440532614565285
"ID_380",1.14815243120688
"ID_381",-0.42327405939175
"ID_382",0.25269823982236
"ID_383",-0.129253340094661
"ID_384",0.386653720428352
"ID_385",0.30868008607294
"ID_386",-0.900151270213865
"ID_387",4.37511395986774
"ID_388",1.06323593343204
"ID_389",2.01408294075134
"ID_390",1.07986657614156
"ID_391",-0.691489466476004
"ID_392",-0.471330555492992
"ID_393",-1.08064609993025
"ID_394",-0.236267509986795
"ID_395",-0.394789925818744
"ID_396",1.58845256015187
"ID_397",0.793819957973239
"ID_398",0.0186203897686562
"ID_399",-0.203868044174131
"ID_400",-0.0640027897621535
"ID_401",-0.0727522953150551
"ID_402",1.17485536397476
"ID_403",-0.613750454077584
"ID_404",1.21104790262985
"ID_405",-0.533554576103317
"ID_406",0.465204651728632
"ID_407",-0.102915053578331
"ID_408",0.605098691162096
"ID_409",1.00556111845174
"ID_410",-0.63149053506282
"ID_411",2.07757536352001
"ID_412",0.0830648418208849
"ID_413",-0.829952508196315
"ID_414",-0.20499677284373
"ID_415",-1.25647749658354
"ID_416",-1.05376089073206
"ID_417",-0.354607909668254
"ID_418",0.277297054582376
"ID_419",-0.425762107281494
"ID_420",0.500304231285062
"ID_421",-0.622829968414302
"ID_422",0.836952403455711
"ID_423",1.04733385793922
"ID_424",0.191264451070367
"ID_425",0.390092619064484
"ID_426",0.182980186365824
"ID_427",2.5287124364546
"ID_428",1.35367829468876
"ID_429",-0.0213688150493915
"ID_430",0.560297466063925
"ID_431",0.417731878301854
"ID_432",-1.03943468354417
"ID_433",-2.05015510981021
"ID_434",-1.02820596556416
"ID_435",-0.816275448296382
"ID_436",0.15927158113837
"ID_437",-0.380451244108617
"ID_438",-0.698150313257759
"ID_439",-1.33399170726927
"ID_440",0.277888865034906
"ID_441",0.432017677892327
"ID_442",0.982388909628469
"ID_443",0.763583450061539
"ID_444",-1.50339842918098
"ID_445",0.780379824886221
"ID_446",-1.15527575324525
"ID_447",1.70771105426374
"ID_448",-0.0464826079889882
"ID_449",0.738533273002326
"ID_450",-0.632687113136738
"ID_451",-0.153654545681499
"ID_452",-1.24424678821107
"ID_453",0.198275524206064
"ID_454",-0.0157343328327135
"ID_455",0.0874319799859134
"ID_456",-1.91800386205359
"ID_457",0.196751574777659
"ID_458",0.276713327252436
"ID_459",0.899385025890074
"ID_460",-0.501282886189925
"ID_461",-0.35155474913016
"ID_462",1.06661019426847
"ID_463",1.10272012021937
"ID_464",-0.308906905020618
"ID_465",-0.184041218142401
"ID_466",0.687553689427198
"ID_467",1.5750746385279
"ID_468",-0.154230915071027
"ID_469",-0.645320070440308
"ID_470",-0.231803526741356
"ID_471",0.236848229607103
"ID_472",-1.33425535301309
"ID_473",0.20878138571223
"ID_474",0.627815267327339
"ID_475",0.212194552763065
"ID_476",-0.761335605920891
"ID_477",1.36681637910227
"ID_478",-1.27259624105426
"ID_479",1.63587377791403
"ID_480",-1.53920465130795
"ID_481",-0.869754760977452
"ID_482",-1.07580677330326
"ID_483",-0.384043311012338
"ID_484",-1.39116743172582
"ID_485",1.90173451403511
"ID_486",2.52539412562965
"ID_487",1.0268758312177
"ID_488",-1.11284452205824
"ID_489",-0.969442913776377
"ID_490",-0.345276836210964
"ID_491",2.62992442420724
"ID_492",-2.03096118580309
"ID_493",0.178593538002148
"ID_494",-0.673951013416574
"ID_495",-0.88745547649465
"ID_496",-0.548843522341854
"ID_497",1.01743433015903
"ID_498",-0.813648965466294
"ID_499",-1.30004207310896
"ID_500",-0.169357309603781
"ID_501",0.553214393855783
"ID_502",0.156150223629271
"ID_503",0.0138891462533425
"ID_504",0.167555541367782
"ID_505",2.44203476043986
"ID_506",1.8284392798818
"ID_507",-1.37163217380675
"ID_508",1.13948303108974
"ID_509",-1.00429896914391
"ID_510",0.425291496286894
"ID_511",0.89435072194491
"ID_512",0.0151995184819652
"ID_513",0.0165442226801799
"ID_514",0.607804647041981
"ID_515",1.17674614089182
"ID_516",0.42379603324057
"ID_517",0.483848879189376
"ID_518",0.2041067667344
"ID_519",-1.56848492898532
"ID_520",-0.227343935416533
"ID_521",0.737060076207437
"ID_522",-0.770342546907987
"ID_523",-0.763972711232199
"ID_524",0.859616522614905
"ID_525",2.10114881795694
"ID_526",0.917043928370097
"ID_527",0.97050042786508
"ID_528",-0.371748148459261
"ID_529",0.310354045853278
"ID_530",0.255418930204547
"ID_531",0.0333647362208367
"ID_532",-1.37746592051447
"ID_533",-0.289525028257453
"ID_534",0.264870678232162
"ID_535",-0.578033517691491
"ID_536",0.115224469157251
"ID_537",-0.657254313805645
"ID_538",-0.986800427029008
"ID_539",-1.4991578016681
"ID_540",0.218099905841092
"ID_541",0.570659860357626
"ID_542",-0.98917621158838
"ID_543",0.390897794548258
"ID_544",0.771205716795159
"ID_545",1.41658795050154
"ID_546",-0.944158772810103
"ID_547",-0.011741367709922
"ID_548",1.46584840757175
"ID_549",0.909036233263759
"ID_550",-0.239108131790533
"ID_551",-0.12921120675494
"ID_552",1.32445977070667
"ID_553",3.84777357082954
"ID_554",-0.0286517428795597
"ID_555",-0.0840241767525359
"ID_556",-0.342780034853613
"ID_557",0.265175193880307
"ID_558",0.506376175355395
"ID_559",-0.392161792179433
"ID_560",-0.385170337604609
"ID_561",0.348693377115582
"ID_562",-1.04482069509326
"ID_563",0.402214532612232
"ID_564",2.58071279752668
"ID_565",-0.253292221100209
"ID_566",0.881510955934771
"ID_567",1.32498902224956
"ID_568",-0.104606691614141
"ID_569",-1.26727129354774
"ID_570",-0.469444128751675
"ID_571",-0.600154143885506
"ID_572",-0.295501408911489
"ID_573",-0.641159080383912
"ID_574",-0.713287852200636
"ID_575",-0.293015791455704
"ID_576",0.136555924611183
"ID_577",-0.488450625458347
"ID_578",-0.455804602519472
"ID_579",-2.60296906101707
"ID_580",0.500016947509145
"ID_581",-1.08379918563739
"ID_582",-1.11124128883073
"ID_583",-0.149828530483531
"ID_584",0.430986461410606
"ID_585",0.0739673674409206
"ID_586",-2.05678632473177
"ID_587",0.135005445176275
"ID_588",0.432465412519515
"ID_589",-0.535961209274202
"ID_590",0.937914586648501
"ID_591",-1.44086888391544
"ID_592",-1.12455008050736
"ID_593",-1.08145752633954
"ID_594",-1.21325636314261
"ID_595",0.545144830614654
"ID_596",1.51291921834887
"ID_597",0.263197221961378
"ID_598",-2.09019871929362
"ID_599",0.310263711260627
"ID_600",1.02199304706915
"ID_601",-1.18760861251248
"ID_602",1.1570251234979
"ID_603",-0.131954693059506
"ID_604",-1.41075250620597
"ID_605",-0.055512860713304
"ID_606",0.849770967524433
"ID_607",-0.189239484669327
"ID_608",-1.05977493090174
"ID_609",0.00509613161381045
"ID_610",-0.462344617978989
"ID_611",-0.561014315271567
"ID_612",-0.884840343706043
"ID_613",-0.1653446269301
"ID_614",0.331731246998462
"ID_615",-1.18114513214391
"ID_616",-0.240653567739393
"ID_617",-0.0771733896614412
"ID_618",-0.865983475811018
"ID_619",0.0275319218904017
"ID_620",-0.603392231617188
"ID_621",0.984706659364524
"ID_622",-0.0574766999894581
"ID_623",0.209084704557722
"ID_624",0.0685301988043893
"ID_625",1.03892478567702
"ID_626",-0.423855848483894
"ID_627",0.68424193113106
"ID_628",1.19677179047346
"ID_629",-0.0274605461847392
"ID_630",-0.125453275234203
"ID_631",0.703688090702277
"ID_632",1.67374550633404
"ID_633",-1.62316638990041
"ID_634",-1.32864046278841
"ID_635",0.109139203148276
"ID_636",-1.34919626799999
"ID_637",2.64753374246485
"ID_638",0.581329448506667
"ID_639",-0.0486288975164166
"ID_640",-0.481486441627042
"ID_641",1.0006978100806
"ID_642",-1.02608799370841
"ID_643",0.106552514724974
"ID_644",-0.141389043081529
"ID_645",0.714213756401926
"ID_646",0.0844963339092319
"ID_647",-0.640014863125664
"ID_648",0.461164191572538
"ID_649",0.407338973581546
"ID_650",0.0978969271199788
"ID_651",-1.44920548416553
"ID_652",0.951952327625601
"ID_653",-1.47996183706169
"ID_654",-0.460538950156862
"ID_655",-0.806779509926286
"ID_656",0.642827339986756
"ID_657",1.01139403343364
"ID_658",-0.293310192052885
"ID_659",0.651444586851462
"ID_660",2.57259982361281
"ID_661",0.218056288701496
"ID_662",0.836868882946387
"ID_663",-0.232029725384555
"ID_664",-0.472159898316239
"ID_665",-0.783836680462826
"ID_666",-0.170395301443682
"ID_667",0.122797536015081
"ID_668",2.72035685447781
"ID_669",-0.636954584198581
"ID_670",-0.42703029890071
"ID_671",1.65424979443002
"ID_672",0.764892061465843
"ID_673",-1.02075263119292
"ID_674",-0.823774102187875
"ID_675",0.99656877098878
"ID_676",-0.688027229091092
"ID_677",0.828744922519162
"ID_678",0.618301916981022
"ID_679",1.17575368877048
"ID_680",0.149369350680256
"ID_681",1.69884119115624
"ID_682",0.760262695202145
"ID_683",-0.851946144317465
"ID_684",1.54640796606402
"ID_685",-1.57401958542838
"ID_686",-1.55096516588462
"ID_687",0.378883535554264
"ID_688",-0.430514766405943
"ID_689",0.718054639916222
"ID_690",1.03511284426021
"ID_691",1.13139646076773
"ID_692",3.36577883149276
"ID_693",0.643691457348037
"ID_694",0.305268742716562
"ID_695",0.461051255252388
"ID_696",1.34716603360716
"ID_697",-0.612589539352946
"ID_698",0.13199662811769
"ID_699",-0.933806607325176
"ID_700",1.76078032584588
"ID_701",2.38987086657406
"ID_702",-0.198020237077394
"ID_703",-1.05826133530107
"ID_704",-1.39111545599655
"ID_705",-0.407630834568713
"ID_706",-0.0146228821229021
"ID_707",0.950033659453844
"ID_708",0.587285517593266
"ID_709",0.990284001336699
"ID_710",0.947928679699215
"ID_711",0.207880002899416
"ID_712",1.17465411008257
"ID_713",-0.902685830613787
"ID_714",-1.02229550125047
"ID_715",0.284468791059792
"ID_716",-0.778604248153286
"ID_717",0.711906087308015
"ID_718",-1.56243781604598
"ID_719",1.12787298763076
"ID_720",-0.39372103365231
"ID_721",-0.708222152863076
"ID_722",1.05992358462023
"ID_723",0.702982186365304
"ID_724",1.43454530421723
"ID_725",0.0854482660330037
"ID_726",0.348847812887354
"ID_727",-0.249284626332519
"ID_728",-0.713792830119821
"ID_729",-0.0277061508531213
"ID_730",0.663483452740214
"ID_731",0.0728862433883873
"ID_732",-0.228893534465973
"ID_733",0.991369316369902
"ID_734",-0.219831123825103
"ID_735",2.15791137302944
"ID_736",-0.807958299706873
"ID_737",0.547868497889318
"ID_738",0.615494103295139
"ID_739",0.319704322192901
"ID_740",-0.323896318049061
"ID_741",-0.213563861531731
"ID_742",1.975784282308
"ID_743",0.314752550382548
"ID_744",-0.990071812236998
"ID_745",-1.03240838915305
"ID_746",-0.151892823146498
"ID_747",2.31006836942977
"ID_748",-0.672011386050728
"ID_749",0.332437379663497
"ID_750",0.267105610526428
"ID_751",-1.16312631875931
"ID_752",1.04054218170063
"ID_753",0.308865125070163
"ID_754",1.44365180199809
"ID_755",1.30972169733751
"ID_756",2.62124164299194
"ID_757",-1.54830945684121
"ID_758",0.136447235867625
"ID_759",-0.156479327548507
"ID_760",-0.964029781068135
"ID_761",-0.219216490869671
"ID_762",-0.452837218616903
"ID_763",-1.39474412614298
"ID_764",0.800001658854917
"ID_765",2.34116244357983
"ID_766",1.16470909918491
"ID_767",-0.806268100474206
"ID_768",-1.01208534717369
"ID_769",-0.883530826504279
"ID_770",-0.918455668936684
"ID_771",-0.946256920143657
"ID_772",-2.3642981192313
"ID_773",1.71813096424405
"ID_774",0.158153721016081
"ID_775",-0.799246142708613
"ID_776",0.522673066002821
"ID_777",0.22325663858543
"ID_778",-0.3193734933977
"ID_779",-0.714160812480572
"ID_780",1.83382831394172
"ID_781",0.0692237824844966
"ID_782",-1.40333342557776
"ID_783",-0.948043054572389
"ID_784",0.393793496582613
"ID_785",-0.634648827695294
"ID_786",-1.30599133110704
"ID_787",0.794928344867029
"ID_788",0.737875481732042
"ID_789",-0.802578771024544
"ID_790",0.100504099723566
"ID_791",-0.26212451690812
"ID_792",1.50642281939461
"ID_793",0.340248964861949
"ID_794",-0.556616418470994
"ID_795",-0.0218356356282744
"ID_796",3.16940875397087
"ID_797",0.318538207044757
"ID_798",0.764682223936473
"ID_799",1.46208358384168
"ID_800",0.927295612701556
"ID_801",-0.0206750671513164
"ID_802",0.585751923856545
"ID_803",-0.623304725408389
"ID_804",-1.47950623237685
"ID_805",0.229427387131882
"ID_806",-0.330545500494436
"ID_807",-0.58184540815317
"ID_808",-0.0635964299897736
"ID_809",-0.272626475807596
"ID_810",-0.365117370263788
"ID_811",-0.338681583890431
"ID_812",-0.55622917925818
"ID_813",1.00270234616626
"ID_814",2.40741865101202
"ID_815",0.271931190868469
"ID_816",0.478284346082421
"ID_817",2.98121732826013
"ID_818",0.181693682128482
"ID_819",-0.652597134577523
"ID_820",0.705806833960828
"ID_821",-1.67704800130007
"ID_822",0.620719907335429
"ID_823",-0.721201402113916
"ID_824",1.66283295115628
"ID_825",0.265676621975827
"ID_826",-1.50636491178355
"ID_827",0.345157497859112
"ID_828",0.0684709338555304
"ID_829",1.50221945514284
"ID_830",0.613644239679465
"ID_831",-0.0602545860628089
"ID_832",1.21574090732042
"ID_833",-1.75379139953963
"ID_834",-0.100245520602549
"ID_835",-0.499084895778945
"ID_836",1.66656484873393
"ID_837",-1.69798867958721
"ID_838",0.81711278889791
"ID_839",-0.143276302548255
"ID_840",0.390941428006263
"ID_841",0.351785897628842
"ID_842",-0.59502100142144
"ID_843",-1.6232245526147
"ID_844",0.808466703897593
"ID_845",1.50163089888083
"ID_846",-0.818337208076224
"ID_847",-1.23960337213117
"ID_848",3.56858359404036
"ID_849",0.391424016330465
"ID_850",0.750015241758797
"ID_851",-0.0260976586398207
"ID_852",-0.424119435696278
"ID_853",0.252011721508002
"ID_854",0.104657503787077
"ID_855",-0.29285905614399
"ID_856",-0.257111886477903
"ID_857",-0.471090589548213
"ID_858",0.596676794238365
"ID_859",-0.942282937809576
"ID_860",-1.41720361785683
"ID_861",0.604164019362297
"ID_862",-0.685787542564456
"ID_863",1.94553916997157
"ID_864",-1.42900771466652
"ID_865",-0.753901979747425
"ID_866",-1.73002714673376
"ID_867",-1.16828157815415
"ID_868",-1.22179063856732
"ID_869",-1.06323543309582
"ID_870",0.431295507675914
"ID_871",-0.204600209849738
"ID_872",0.358044267654203
"ID_873",-1.78221778803931
"ID_874",0.746097122465061
"ID_875",-0.425376599305315
"ID_876",-0.258778621200139
"ID_877",-0.401336508607632
"ID_878",-0.82561976087341
"ID_879",0.57542500437262
"ID_880",-0.459227385080177
"ID_881",0.372240039092634
"ID_882",-1.03739456500961
"ID_883",-0.306833602524401
"ID_884",-1.34685402836017
"ID_885",-0.611059653672771
"ID_886",0.552554815314255
"ID_887",0.428753501184392
"ID_888",-0.952426374867537
"ID_889",-0.121649471555014
"ID_890",0.667954147928978
"ID_891",-1.250332320427
"ID_892",-1.46210734950773
"ID_893",-0.413769877958765
"ID_894",-0.238122255557542
"ID_895",0.636284459736345
"ID_896",-0.975611227078546
"ID_897",0.922386445503422
"ID_898",-2.0713625190377
"ID_899",-0.798959467119472
"ID_900",-0.4623768705925
"ID_901",-0.171418949744592
"ID_902",-1.32653083029041
"ID_903",-0.311915815215677
"ID_904",0.36515976554408
"ID_905",-0.0111303963096762
"ID_906",1.89517213266076
"ID_907",-0.724069285040961
"ID_908",1.62499225614639
"ID_909",-0.0373038106718641
"ID_910",-0.76450097286372
"ID_911",-0.161854408639968
"ID_912",-0.781737872401635
"ID_913",1.32069603689276
"ID_914",1.50525502461076
"ID_915",0.715707812622075
"ID_916",-1.04237925537066
"ID_917",-0.871712199336936
"ID_918",0.275786519473759
"ID_919",-1.12013722054191
"ID_920",-0.0472016473971882
"ID_921",-0.299059215234175
"ID_922",-0.838661083999787
"ID_923",1.76382237134913
"ID_924",1.69673280176149
"ID_925",-0.68744212497653
"ID_926",0.491273089533274
"ID_927",0.40145711142439
"ID_928",-0.516986493753591
"ID_929",-0.781973817464765
"ID_930",0.384019011967407
"ID_931",2.7365462511018
"ID_932",-0.326060544289434
"ID_933",1.17464551043944
"ID_934",0.281661465950955
"ID_935",0.513275859689017
"ID_936",-0.00796378902976361
"ID_937",-0.405013129915439
"ID_938",-1.34715160716325
"ID_939",1.48814290498994
"ID_940",-0.309625370461897
"ID_941",-1.03842854645382
"ID_942",0.208748588946969
"ID_943",-0.0535116116228478
"ID_944",-1.46574573395527
"ID_945",-0.761003099171448
"ID_946",-0.418613701503854
"ID_947",0.806782954246834
"ID_948",-0.448009518874151
"ID_949",-0.0171893476145151
"ID_950",1.76635092252622
"ID_951",0.305873534341329
"ID_952",-0.93577086256299
"ID_953",-0.238059379388106
"ID_954",-0.317037678387868
"ID_955",-0.854098309503647
"ID_956",1.36758256484665
"ID_957",0.261516626169894
"ID_958",2.74868484596109
"ID_959",0.471616512741121
"ID_960",0.655054404184522
